ase_id,chr,strand,out_donor,out_acceptor,in_junction
chr1@+@30826194^30826555-@30826194^30826605-,chr1,+,30826194^,30826555-,30826194^30826605-
chr1@+@30824373^30826555-@30824373^30826605-,chr1,+,30824373^,30826555-,30824373^30826605-
chr1@+@30824373^30826534-@30824373^30826605-,chr1,+,30824373^,30826534-,30824373^30826605-
chr1@+@30824373^30826534-@30824373^30826555-,chr1,+,30824373^,30826534-,30824373^30826555-
chr1@-@30981312^30980166-@30981312^30980163-,chr1,-,30981312^,30980166-,30981312^30980163-
chr1@-@30981312^30980178-@30981312^30980163-,chr1,-,30981312^,30980178-,30981312^30980163-
chr1@-@30981312^30980178-@30981312^30980166-,chr1,-,30981312^,30980178-,30981312^30980166-
chr1@-@30967167^30966278-@30967167^30966197-,chr1,-,30967167^,30966278-,30967167^30966197-
chr1@-@30964674^30953981-@30964674^30953818-,chr1,-,30964674^,30953981-,30964674^30953818-
chr1@+@31506406^31507296-@31506406^31507434-31507581^31507716-,chr1,+,31506406^,31507296-,31506406^31507434-31507581^31507716-
chr1@+@31579267^31583149-@31579267^31583461-,chr1,+,31579267^,31583149-,31579267^31583461-
chr1@+@31579267^31583149-@31579267^31583461-31583575^31584678-,chr1,+,31579267^,31583149-,31579267^31583461-31583575^31584678-
chr1@+@31617881^31618021-@31617881^31618025-,chr1,+,31617881^,31618021-,31617881^31618025-
chr1@+@31651988^31655911-@31651988^31655952-,chr1,+,31651988^,31655911-,31651988^31655952-
chr1@+@31657061^31659654-@31657061^31659698-,chr1,+,31657061^,31659654-,31657061^31659698-
chr1@+@31657061^31659654-@31657061^31659698-,chr1,+,31657061^,31659654-,31657061^31659698-
chr1@-@31728598^31728280-@31728598^31728277-,chr1,-,31728598^,31728280-,31728598^31728277-
chr1@-@31815744^31801705-@31815744^31801702-,chr1,-,31815744^,31801705-,31815744^31801702-
chr1@+@32075077^32075603-@32075077^32075667-,chr1,+,32075077^,32075603-,32075077^32075667-
chr1@+@32159531^32160615-@32159531^32160619-,chr1,+,32159531^,32160615-,32159531^32160619-
chr1@+@32204045^32204186-@32204045^32204233-,chr1,+,32204045^,32204186-,32204045^32204233-
chr1@+@32224475^32226149-@32224475^32226171-,chr1,+,32224475^,32226149-,32224475^32226171-
chr1@+@32274226^32274304-@32274226^32274325-,chr1,+,32274226^,32274304-,32274226^32274325-
chr1@+@32276786^32279581-@32276786^32279671-,chr1,+,32276786^,32279581-,32276786^32279671-
chr1@-@32386779^32383939-@32386779^32383906-,chr1,-,32386779^,32383939-,32386779^32383906-
chr1@-@32386779^32383997-@32386779^32383939-,chr1,-,32386779^,32383997-,32386779^32383939-
chr1@-@32386779^32384048-@32386779^32383939-,chr1,-,32386779^,32384048-,32386779^32383939-
chr1@-@32386779^32383997-@32386779^32383906-,chr1,-,32386779^,32383997-,32386779^32383906-
chr1@-@32386779^32384048-@32386779^32383906-,chr1,-,32386779^,32384048-,32386779^32383906-
chr1@-@32386779^32384048-@32386779^32383997-,chr1,-,32386779^,32384048-,32386779^32383997-
chr1@-@32394080^32383997-@32394080^32383939-,chr1,-,32394080^,32383997-,32394080^32383939-
chr1@-@32634768^32634110-@32634768^32634072-,chr1,-,32634768^,32634110-,32634768^32634072-
chr1@+@32651322^32651914-@32651322^32651917-,chr1,+,32651322^,32651914-,32651322^32651917-
chr1@+@32652061^32668225-@32652061^32668320-,chr1,+,32652061^,32668225-,32652061^32668320-
chr1@+@32826930^32827993-@32826930^32827996-,chr1,+,32826930^,32827993-,32826930^32827996-
chr1@-@32868882^32868388-@32868882^32868355-,chr1,-,32868882^,32868388-,32868882^32868355-
chr1@-@32895910^32895743-@32895910^32895644-,chr1,-,32895910^,32895743-,32895910^32895644-
chr1@-@32898126^32895743-@32898126^32895644-,chr1,-,32898126^,32895743-,32898126^32895644-
chr1@-@32949569^32948366-@32949569^32948363-,chr1,-,32949569^,32948366-,32949569^32948363-
chr1@+@33081294^33081388-@33081294^33081391-,chr1,+,33081294^,33081388-,33081294^33081391-
chr1@+@33082354^33083018-@33082354^33083063-,chr1,+,33082354^,33083018-,33082354^33083063-
chr1@+@33092222^33093245-@33092222^33093282-,chr1,+,33092222^,33093245-,33092222^33093282-
chr1@+@33096869^33098007-@33096869^33098067-,chr1,+,33096869^,33098007-,33096869^33098067-
chr1@+@33307437^33325153-@33307437^33325180-,chr1,+,33307437^,33325153-,33307437^33325180-
chr1@-@33349597^33334292-@33349597^33334290-,chr1,-,33349597^,33334292-,33349597^33334290-
chr1@-@33569374^33567841-@33569374^33567766-,chr1,-,33569374^,33567841-,33569374^33567766-
chr1@+@33871008^33873548-@33871008^33873602-,chr1,+,33871008^,33873548-,33871008^33873602-
chr1@+@33871008^33873545-@33871008^33873602-,chr1,+,33871008^,33873545-,33871008^33873602-
chr1@+@33871008^33873545-@33871008^33873548-,chr1,+,33871008^,33873545-,33871008^33873548-
chr1@+@33871008^33875464-@33871008^33875466-,chr1,+,33871008^,33875464-,33871008^33875466-
chr1@+@33871008^33875442-@33871008^33875466-,chr1,+,33871008^,33875442-,33871008^33875466-
chr1@+@33871008^33875442-@33871008^33875464-,chr1,+,33871008^,33875442-,33871008^33875464-
chr1@+@33875592^33878170-@33875592^33878174-,chr1,+,33875592^,33878170-,33875592^33878174-
chr1@+@33871008^33878174-@33871008^33878255-,chr1,+,33871008^,33878174-,33871008^33878255-
chr1@-@35031631^35030756-@35031631^35030713-,chr1,-,35031631^,35030756-,35031631^35030713-
chr1@+@35079442^35093320-@35079442^35093394-,chr1,+,35079442^,35093320-,35079442^35093394-
chr1@+@35110447^35111772-@35110447^35111776-,chr1,+,35110447^,35111772-,35110447^35111776-
chr1@-@35177319^35176474-@35177319^35176471-,chr1,-,35177319^,35176474-,35177319^35176471-
chr1@+@35393739^35396552-@35393739^35396555-,chr1,+,35393739^,35396552-,35393739^35396555-
chr1@-@35751250^35749811-@35751250^35749652-,chr1,-,35751250^,35749811-,35751250^35749652-
chr1@+@35893278^35893592-@35893278^35893674-,chr1,+,35893278^,35893592-,35893278^35893674-
chr1@+@36085288^36085705-@36085288^36085836-,chr1,+,36085288^,36085705-,36085288^36085836-
chr1@+@36178201^36178419-@36178201^36178446-,chr1,+,36178201^,36178419-,36178201^36178446-
chr1@+@36178201^36178419-@36178201^36178471-,chr1,+,36178201^,36178419-,36178201^36178471-
chr1@+@36178201^36178446-@36178201^36178471-,chr1,+,36178201^,36178446-,36178201^36178471-
chr1@+@36179315^36179512-@36179315^36179515-,chr1,+,36179315^,36179512-,36179315^36179515-
chr1@+@36321778^36322364-@36321778^36322367-,chr1,+,36321778^,36322364-,36321778^36322367-
chr1@-@36361221^36358837-@36361221^36358822-,chr1,-,36361221^,36358837-,36361221^36358822-
chr1@-@36468075^36467990-@36468075^36467962-,chr1,-,36468075^,36467990-,36468075^36467962-
chr1@-@36469652^36469257-@36469652^36468221-36468075^36467962-,chr1,-,36469652^,36469257-,36469652^36468221-36468075^36467962-
chr1@-@36467230^36466908-@36467230^36466827-,chr1,-,36467230^,36466908-,36467230^36466827-
chr1@-@36467230^36466908-@36467230^36466827-36466621^36466200-,chr1,-,36467230^,36466908-,36467230^36466827-36466621^36466200-
chr1@+@37481835^37482350-@37481835^37482434-,chr1,+,37481835^,37482350-,37481835^37482434-
chr1@-@37690216^37689886-@37690216^37689883-,chr1,-,37690216^,37689886-,37690216^37689883-
chr1@-@37686273^37683441-@37686273^37683437-,chr1,-,37686273^,37683441-,37686273^37683437-
chr1@-@37686273^37683476-@37686273^37683437-,chr1,-,37686273^,37683476-,37686273^37683437-
chr1@-@37686273^37683476-@37686273^37683441-,chr1,-,37686273^,37683476-,37686273^37683441-
chr1@-@37720351^37720058-@37720351^37720057-,chr1,-,37720351^,37720058-,37720351^37720057-
chr1@+@37796820^37799567-@37796820^37799844-,chr1,+,37796820^,37799567-,37796820^37799844-
chr1@+@38047614^38102417-@38047614^38102424-,chr1,+,38047614^,38102417-,38047614^38102424-
chr1@-@39529055^39525151-@39529055^39525057-,chr1,-,39529055^,39525151-,39529055^39525057-
chr1@-@39563614^39562416-@39563614^39562380-,chr1,-,39563614^,39562416-,39563614^39562380-
chr1@+@39738931^39740089-@39738931^39740165-,chr1,+,39738931^,39740089-,39738931^39740165-
chr1@+@39743924^39745375-@39743924^39745414-,chr1,+,39743924^,39745375-,39743924^39745414-
chr1@-@39850119^39848097-@39850119^39848091-,chr1,-,39850119^,39848097-,39850119^39848091-
chr1@+@39957221^39958662-@39957221^39958701-,chr1,+,39957221^,39958662-,39957221^39958701-
chr1@+@40041493^40059334-@40041493^40059337-,chr1,+,40041493^,40059334-,40041493^40059337-
chr1@+@40040801^40059334-@40040801^40059337-,chr1,+,40040801^,40059334-,40040801^40059337-
chr1@+@40040783^40059334-@40040783^40059337-,chr1,+,40040783^,40059334-,40040783^40059337-
chr1@+@40059458^40060067-@40059458^40060070-,chr1,+,40059458^,40060067-,40059458^40060070-
chr1@-@40097115^40092504-@40097115^40092500-,chr1,-,40097115^,40092504-,40097115^40092500-
chr1@-@40097115^40092507-@40097115^40092504-,chr1,-,40097115^,40092507-,40097115^40092504-
chr1@-@40097115^40092507-@40097115^40092500-,chr1,-,40097115^,40092507-,40097115^40092500-
chr1@-@40097115^40092507-@40097115^40092504-40092398^40092172-,chr1,-,40097115^,40092507-,40097115^40092504-40092398^40092172-
chr1@-@40097115^40092507-@40097115^40092500-40092398^40092172-,chr1,-,40097115^,40092507-,40097115^40092500-40092398^40092172-
chr1@-@40091329^40089582-@40091329^40089512-,chr1,-,40091329^,40089582-,40091329^40089512-
chr1@-@40315845^40315664-@40315845^40315660-,chr1,-,40315845^,40315664-,40315845^40315660-
chr1@+@40450175^40450656-@40450175^40450665-,chr1,+,40450175^,40450656-,40450175^40450665-
chr1@+@40477894^40479036-@40477894^40479333-,chr1,+,40477894^,40479036-,40477894^40479333-
chr1@+@40541710^40544397-@40541710^40544416-,chr1,+,40541710^,40544397-,40541710^40544416-
chr1@-@40665394^40647842-@40665394^40647762-,chr1,-,40665394^,40647842-,40665394^40647762-
chr1@+@40758294^40762888-@40758294^40762990-,chr1,+,40758294^,40762888-,40758294^40762990-
chr1@+@40769415^40770323-@40769415^40770712-,chr1,+,40769415^,40770323-,40769415^40770712-
chr1@+@40769415^40770397-@40769415^40770709-,chr1,+,40769415^,40770397-,40769415^40770709-
chr1@+@40997526^41000973-@40997526^41001029-,chr1,+,40997526^,41000973-,40997526^41001029-
chr1@+@40997526^40999830-@40997526^41001029-,chr1,+,40997526^,40999830-,40997526^41001029-
chr1@+@40997526^40999830-@40997526^41000435-41000566^41001029-,chr1,+,40997526^,40999830-,40997526^41000435-41000566^41001029-
chr1@+@40997526^40999830-@40997526^41000973-,chr1,+,40997526^,40999830-,40997526^41000973-
chr1@-@41020226^41018156-@41020226^41017979-,chr1,-,41020226^,41018156-,41020226^41017979-
chr1@-@41305842^41303918-@41305842^41303908-,chr1,-,41305842^,41303918-,41305842^41303908-
chr1@-@41484538^41484203-@41484538^41484112-,chr1,-,41484538^,41484203-,41484538^41484112-
chr1@-@41512816^41511266-@41512816^41511263-,chr1,-,41512816^,41511266-,41512816^41511263-
chr1@+@42577229^42581360-@42577229^42581427-,chr1,+,42577229^,42581360-,42577229^42581427-
chr1@-@42766507^42762475-@42766507^42762346-,chr1,-,42766507^,42762475-,42766507^42762346-
chr1@-@42762323^42759393-@42762323^42759390-,chr1,-,42762323^,42759393-,42762323^42759390-
chr1@-@42758852^42757945-@42758852^42757922-,chr1,-,42758852^,42757945-,42758852^42757922-
chr1@+@42767624^42773546-@42767624^42773563-,chr1,+,42767624^,42773546-,42767624^42773563-
chr1@+@42817253^42825623-@42817253^42825671-,chr1,+,42817253^,42825623-,42817253^42825671-
chr1@-@42846257^42844684-@42846257^42844610-,chr1,-,42846257^,42844684-,42846257^42844610-
chr1@+@43172453^43172732-@43172453^43172735-,chr1,+,43172453^,43172732-,43172453^43172735-
chr1@+@43270085^43270586-@43270085^43270681-,chr1,+,43270085^,43270586-,43270085^43270681-
chr1@+@43312131^43312305-@43312131^43312478-,chr1,+,43312131^,43312305-,43312131^43312478-
chr1@+@43337927^43338099-@43337927^43338120-,chr1,+,43337927^,43338099-,43337927^43338120-
chr1@-@43365186^43365097-@43365186^43365008-,chr1,-,43365186^,43365097-,43365186^43365008-
chr1@-@43365564^43365376-@43365564^43365008-,chr1,-,43365564^,43365376-,43365564^43365008-
chr1@-@43389759^43388489-@43389759^43388428-,chr1,-,43389759^,43388489-,43389759^43388428-
chr1@-@43388310^43387647-@43388310^43387629-,chr1,-,43388310^,43387647-,43388310^43387629-
chr1@+@43403302^43403601-@43403302^43403607-,chr1,+,43403302^,43403601-,43403302^43403607-
chr1@+@43426151^43426368-@43426151^43426438-,chr1,+,43426151^,43426368-,43426151^43426438-
chr1@+@43814933^43824731-@43814933^43824832-,chr1,+,43814933^,43824731-,43814933^43824832-
chr1@+@43894477^43898212-@43894477^43898235-,chr1,+,43894477^,43898212-,43894477^43898235-
chr1@+@43898298^43899067-@43898298^43899168-,chr1,+,43898298^,43899067-,43898298^43899168-
chr1@+@43899263^43899509-@43899263^43899541-,chr1,+,43899263^,43899509-,43899263^43899541-
chr1@+@43899727^43920381-@43899727^43920494-,chr1,+,43899727^,43920381-,43899727^43920494-
chr1@+@43899727^43920404-@43899727^43920494-,chr1,+,43899727^,43920404-,43899727^43920494-
chr1@+@43899727^43920381-@43899727^43920404-,chr1,+,43899727^,43920381-,43899727^43920404-
chr1@+@43920550^43920782-@43920550^43920802-,chr1,+,43920550^,43920782-,43920550^43920802-
chr1@+@43920928^43921443-@43920928^43921512-,chr1,+,43920928^,43921443-,43920928^43921512-
chr1@+@43934260^43935590-@43934260^43935655-,chr1,+,43934260^,43935590-,43934260^43935655-
chr1@+@43935716^43936069-@43935716^43936093-,chr1,+,43935716^,43936069-,43935716^43936093-
chr1@+@43947684^43949417-@43947684^43950086-,chr1,+,43947684^,43949417-,43947684^43950086-
chr1@+@43970708^43970906-@43970708^43970966-,chr1,+,43970708^,43970906-,43970708^43970966-
chr1@+@43971189^43971387-@43971189^43971660-,chr1,+,43971189^,43971387-,43971189^43971660-
chr1@+@43975107^43975665-@43975107^43975800-,chr1,+,43975107^,43975665-,43975107^43975800-
chr1@+@43981473^43981689-@43981473^43981733-,chr1,+,43981473^,43981689-,43981473^43981733-
chr1@+@43992004^43992153-@43992004^43992212-,chr1,+,43992004^,43992153-,43992004^43992212-
chr1@+@43992639^43993840-@43992639^43993887-,chr1,+,43992639^,43993840-,43992639^43993887-
chr1@+@43992639^43993887-@43992639^43993890-,chr1,+,43992639^,43993887-,43992639^43993890-
chr1@+@43992639^43993840-@43992639^43993890-,chr1,+,43992639^,43993840-,43992639^43993890-
chr1@+@43992004^43993804-@43992004^43993890-,chr1,+,43992004^,43993804-,43992004^43993890-
chr1@+@43995856^43995938-@43995856^43995942-,chr1,+,43995856^,43995938-,43995856^43995942-
chr1@+@44046122^44048358-@44046122^44048363-,chr1,+,44046122^,44048358-,44046122^44048363-
chr1@+@44048486^44050950-@44048486^44051290-,chr1,+,44048486^,44050950-,44048486^44051290-
chr1@+@44105106^44105421-@44105106^44105451-,chr1,+,44105106^,44105421-,44105106^44105451-
chr1@+@44213527^44213709-@44213527^44213749-,chr1,+,44213527^,44213709-,44213527^44213749-
chr1@+@44213527^44213663-@44213527^44213709-,chr1,+,44213527^,44213663-,44213527^44213709-
chr1@+@44213527^44213663-@44213527^44213749-,chr1,+,44213527^,44213663-,44213527^44213749-
chr1@-@44352850^44339322-@44352850^44339316-,chr1,-,44352850^,44339322-,44352850^44339316-
chr1@-@44674331^44655209-@44674331^44655116-,chr1,-,44674331^,44655209-,44674331^44655116-
chr1@+@44674873^44689676-@44674873^44689742-,chr1,+,44674873^,44689676-,44674873^44689742-
chr1@+@44723906^44723985-@44723906^44724122-,chr1,+,44723906^,44723985-,44723906^44724122-
chr1@+@44724244^44724320-@44724244^44724337-,chr1,+,44724244^,44724320-,44724244^44724337-
chr1@+@44724244^44724320-@44724244^44724337-,chr1,+,44724244^,44724320-,44724244^44724337-
chr1@+@44724839^44725033-@44724839^44725136-,chr1,+,44724839^,44725033-,44724839^44725136-
chr1@+@44747700^44750309-@44747700^44750442-,chr1,+,44747700^,44750309-,44747700^44750442-
chr1@+@45012285^45012857-@45012285^45012907-,chr1,+,45012285^,45012857-,45012285^45012907-
chr1@+@45012085^45012857-@45012085^45012907-,chr1,+,45012085^,45012857-,45012085^45012907-
chr1@+@45013019^45013136-@45013019^45013292-,chr1,+,45013019^,45013136-,45013019^45013292-
chr1@+@45013354^45013540-@45013354^45013594-,chr1,+,45013354^,45013540-,45013354^45013594-
chr1@+@45013354^45013540-@45013354^45013575-,chr1,+,45013354^,45013540-,45013354^45013575-
chr1@+@45013354^45013575-@45013354^45013594-,chr1,+,45013354^,45013575-,45013354^45013594-
chr1@-@45334391^45333564-@45334391^45333561-,chr1,-,45334391^,45333564-,45334391^45333561-
chr1@-@45334391^45333594-@45334391^45333564-,chr1,-,45334391^,45333594-,45334391^45333564-
chr1@-@45334391^45333603-@45334391^45333564-,chr1,-,45334391^,45333603-,45334391^45333564-
chr1@-@45334391^45333564-@45334391^45333497-,chr1,-,45334391^,45333564-,45334391^45333497-
chr1@-@45334391^45333594-@45334391^45333561-,chr1,-,45334391^,45333594-,45334391^45333561-
chr1@-@45334391^45333603-@45334391^45333561-,chr1,-,45334391^,45333603-,45334391^45333561-
chr1@-@45334391^45333561-@45334391^45333497-,chr1,-,45334391^,45333561-,45334391^45333497-
chr1@-@45334391^45333603-@45334391^45333594-,chr1,-,45334391^,45333603-,45334391^45333594-
chr1@-@45334391^45333594-@45334391^45333497-,chr1,-,45334391^,45333594-,45334391^45333497-
chr1@-@45334391^45333603-@45334391^45333497-,chr1,-,45334391^,45333603-,45334391^45333497-
chr1@-@45333285^45333170-@45333285^45332959-45332918^45332834-,chr1,-,45333285^,45333170-,45333285^45332959-45332918^45332834-
chr1@-@45333285^45333170-@45333285^45332834-,chr1,-,45333285^,45333170-,45333285^45332834-
chr1@-@45332023^45331872-@45332023^45331849-,chr1,-,45332023^,45331872-,45332023^45331849-
chr1@+@45342643^45342735-@45342643^45342843-,chr1,+,45342643^,45342735-,45342643^45342843-
chr1@-@45499532^45499443-@45499532^45499440-,chr1,-,45499532^,45499443-,45499532^45499440-
chr1@-@45496556^45495545-@45496556^45495473-,chr1,-,45496556^,45495545-,45496556^45495473-
chr1@+@45602365^45604917-@45602365^45604936-,chr1,+,45602365^,45604917-,45602365^45604936-
chr1@+@45616393^45616626-@45616393^45616701-,chr1,+,45616393^,45616626-,45616393^45616701-
chr1@-@45623557^45623439-@45623557^45623412-,chr1,-,45623557^,45623439-,45623557^45623412-
chr1@-@45623736^45623652-@45623736^45623117-,chr1,-,45623736^,45623652-,45623736^45623117-
chr1@-@45623736^45623652-@45623736^45623439-45623217^45623117-,chr1,-,45623736^,45623652-,45623736^45623439-45623217^45623117-
chr1@-@45623736^45623652-@45623736^45623117-45622955^45622834-,chr1,-,45623736^,45623652-,45623736^45623117-45622955^45622834-
chr1@-@45623736^45623652-@45623736^45623439-45623217^45623117-45622955^45622834-,chr1,-,45623736^,45623652-,45623736^45623439-45623217^45623117-45622955^45622834-
chr1@+@46247304^46247581-@46247304^46247584-,chr1,+,46247304^,46247581-,46247304^46247584-
chr1@+@46247746^46248318-@46247746^46248344-,chr1,+,46247746^,46248318-,46247746^46248344-
chr1@+@46261015^46261261-@46261015^46261264-,chr1,+,46261015^,46261261-,46261015^46261264-
chr1@+@46340919^46344782-@46340919^46344801-,chr1,+,46340919^,46344782-,46340919^46344801-
chr1@+@46412251^46413075-@46412251^46413123-,chr1,+,46412251^,46413075-,46412251^46413123-
chr1@+@46507164^46510461-@46507164^46510476-,chr1,+,46507164^,46510461-,46507164^46510476-
chr1@+@46563576^46568206-@46563576^46568232-,chr1,+,46563576^,46568206-,46563576^46568232-
chr1@-@46583228^46582923-@46583228^46582905-,chr1,-,46583228^,46582923-,46583228^46582905-
chr1@+@46813606^46813912-@46813606^46813982-,chr1,+,46813606^,46813912-,46813606^46813982-
chr1@+@46813606^46813909-@46813606^46813912-,chr1,+,46813606^,46813909-,46813606^46813912-
chr1@+@46813606^46813909-@46813606^46813982-,chr1,+,46813606^,46813909-,46813606^46813982-
chr1@+@46814315^46815073-@46814315^46815074-,chr1,+,46814315^,46815073-,46814315^46815074-
chr1@-@46935523^46935154-@46935523^46935058-,chr1,-,46935523^,46935154-,46935523^46935058-
chr1@-@46934453^46934131-@46934453^46934079-,chr1,-,46934453^,46934131-,46934453^46934079-
chr1@-@47314036^47313156-@47314036^47313021-,chr1,-,47314036^,47313156-,47314036^47313021-
chr1@-@47269635^47263116-@47269635^47263113-,chr1,-,47269635^,47263116-,47269635^47263113-
